AssemblyAccession	Taxid	LastMajorReleaseAccession	AssemblyName	Organism	SpeciesTaxid	SpeciesName	Synonym	superkingdom	phylum	class	order	family	genus	species
GCF_000408885.1	766760	GCF_000408885.1	ASM40888v1	Bacillus paralicheniformis ATCC 9945a (firmicutes)	1648923	Bacillus paralicheniformis	GCA_000408885.1GCF_000408885.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus paralicheniformis
GCF_000277715.1	767029	GCF_000277715.1	ASM27771v1	Pseudopropionibacterium propionicum F0230a (high GC Gram+)	1750	Pseudopropionibacterium propionicum	GCA_000277715.1GCF_000277715.1identical	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Pseudopropionibacterium	Pseudopropionibacterium propionicum
GCF_000193395.1	767031	GCF_000193395.1	ASM19339v1	Prevotella denticola F0289 (CFB group bacteria)	28129	Prevotella denticola	GCA_000193395.1GCF_000193395.1identical	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella denticola
GCF_001483865.1	76731	GCF_001483865.1	ASM148386v1	Roseateles depolymerans (b-proteobacteria)	76731	Roseateles depolymerans	GCA_001483865.1GCF_001483865.1identical	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	Roseateles	Roseateles depolymerans
GCF_000242255.2	767434	GCF_000242255.2	ASM24225v3	Frateuria aurantia DSM 6220 (g-proteobacteria)	81475	Frateuria aurantia	GCA_000242255.3GCF_000242255.2identical	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Frateuria	Frateuria aurantia
GCF_006337125.1	767452	GCF_006337125.1	ASM633712v1	Serinicoccus chungangensis (high GC Gram+)	767452	Serinicoccus chungangensis	GCA_006337125.1GCF_006337125.1identical	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Serinicoccus	Serinicoccus chungangensis
GCF_000397165.1	767453	GCF_000397165.1	ASM39716v1	Lactobacillus fermentum F-6 (firmicutes)	1613	Lactobacillus fermentum	GCA_000397165.1GCF_000397165.1identical	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus fermentum
GCF_000182835.1	767455	GCF_000182835.1	ASM18283v1	Lactobacillus delbrueckii subsp. bulgaricus ND02 (firmicutes)	1584	Lactobacillus delbrueckii	GCA_000182835.1GCF_000182835.1identical	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus delbrueckii
GCF_000525715.1	767456	GCF_000525715.1	ASM52571v1	Lactobacillus helveticus H9 (firmicutes)	1587	Lactobacillus helveticus	GCA_000525715.1GCF_000525715.1identical	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus helveticus
GCF_000189515.1	767462	GCF_000189515.1	ASM18951v1	Lactobacillus helveticus H10 (firmicutes)	1587	Lactobacillus helveticus	GCA_000189515.1GCF_000189515.1identical	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus helveticus
GCF_000182875.1	767463	GCF_000182875.1	ASM18287v1	Streptococcus thermophilus ND03 (firmicutes)	1308	Streptococcus thermophilus	GCA_000182875.1GCF_000182875.1identical	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus thermophilus
GCF_000270525.1	767465	GCF_000270525.1	ASM27052v1	Mycoplasma bovis HB0801 (mycoplasmas)	28903	Mycoplasma bovis	GCA_000270525.1GCF_000270525.1identical	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma bovis
GCF_000392485.3	767468	GCF_000392485.2	ASM39248v2	Lactobacillus plantarum subsp. plantarum P-8 (firmicutes)	1590	Lactobacillus plantarum	GCA_000392485.2GCF_000392485.3identical	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus plantarum
GCF_003852045.1	76758	GCF_003852045.1	ASM385204v1	Pseudomonas orientalis (g-proteobacteria)	76758	Pseudomonas orientalis	GCA_003852045.1GCF_003852045.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas orientalis
GCF_003851585.1	76758	GCF_003851585.1	ASM385158v1	Pseudomonas orientalis (g-proteobacteria)	76758	Pseudomonas orientalis	GCA_003851585.1GCF_003851585.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas orientalis
GCF_003851645.1	76758	GCF_003851645.1	ASM385164v1	Pseudomonas orientalis (g-proteobacteria)	76758	Pseudomonas orientalis	GCA_003851645.1GCF_003851645.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas orientalis
GCF_002934065.1	76758	GCF_002934065.1	ASM293406v1	Pseudomonas orientalis (g-proteobacteria)	76758	Pseudomonas orientalis	GCA_002934065.1GCF_002934065.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas orientalis
GCF_003851605.1	76758	GCF_003851605.1	ASM385160v1	Pseudomonas orientalis (g-proteobacteria)	76758	Pseudomonas orientalis	GCA_003851605.1GCF_003851605.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas orientalis
GCF_001534745.1	76759	GCF_001534745.1	ASM153474v1	Pseudomonas monteilii (g-proteobacteria)	76759	Pseudomonas monteilii	GCA_001534745.1GCF_001534745.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas monteilii
GCF_002943995.1	76759	GCF_002943995.1	ASM294399v1	Pseudomonas monteilii (g-proteobacteria)	76759	Pseudomonas monteilii	GCA_002943995.1GCF_002943995.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas monteilii
GCF_003671975.1	76759	GCF_003671975.1	ASM367197v1	Pseudomonas monteilii (g-proteobacteria)	76759	Pseudomonas monteilii	GCA_003671975.1GCF_003671975.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas monteilii
GCF_002028325.1	76761	GCF_002028325.1	ASM202832v1	Pseudomonas veronii (g-proteobacteria)	76761	Pseudomonas veronii	GCA_002028325.1GCF_002028325.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas veronii
GCF_004919535.1	76761	GCF_004919535.1	ASM491953v1	Pseudomonas veronii (g-proteobacteria)	76761	Pseudomonas veronii	GCA_004919535.1GCF_004919535.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas veronii
GCF_000233715.2	767817	GCF_000233715.2	ASM23371v3	Desulfallas gibsoniae DSM 7213 (firmicutes)	102134	Desulfallas gibsoniae	GCA_000233715.3GCF_000233715.2identical	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfallas	Desulfallas gibsoniae
GCF_001610815.1	76802	GCF_001610815.1	ASM161081v1	Xanthomonas citri pv. aurantifolii (g-proteobacteria)	346	Xanthomonas citri	GCA_001610815.1GCF_001610815.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas citri
GCF_001610795.1	76802	GCF_001610795.1	ASM161079v1	Xanthomonas citri pv. aurantifolii (g-proteobacteria)	346	Xanthomonas citri	GCA_001610795.1GCF_001610795.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas citri
GCF_002079965.1	76802	GCF_002079965.1	ASM207996v1	Xanthomonas citri pv. aurantifolii (g-proteobacteria)	346	Xanthomonas citri	GCA_002079965.1GCF_002079965.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas citri
GCF_001610915.1	76802	GCF_001610915.1	ASM161091v1	Xanthomonas citri pv. aurantifolii (g-proteobacteria)	346	Xanthomonas citri	GCA_001610915.1GCF_001610915.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas citri
GCF_000196875.2	768066	GCF_000196875.2	ASM19687v2	Halomonas elongata DSM 2581 (g-proteobacteria)	2746	Halomonas elongata	GCA_000196875.2GCF_000196875.2identical	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas elongata
GCF_004337635.1	76832	GCF_004337635.1	ASM433763v1	Myroides odoratimimus (CFB group bacteria)	76832	Myroides odoratimimus	GCA_004337635.1GCF_004337635.1identical	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Myroides	Myroides odoratimimus
GCF_001481655.1	76832	GCF_001481655.1	ASM148165v1	Myroides odoratimimus (CFB group bacteria)	76832	Myroides odoratimimus	GCA_001481655.1GCF_001481655.1identical	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Myroides	Myroides odoratimimus
GCF_000271405.2	768486	GCF_000271405.2	ASM27140v2	Enterococcus hirae ATCC 9790 (firmicutes)	1354	Enterococcus hirae	GCA_000271405.2GCF_000271405.2identical	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus hirae
GCF_000214195.1	768490	GCF_000214195.1	ASM21419v1	Serratia sp. AS12 (enterobacteria)	768490	Serratia sp. AS12	GCA_000214195.1GCF_000214195.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia sp. AS12
GCF_000214235.1	768492	GCF_000214235.1	ASM21423v1	Serratia plymuthica AS9 (enterobacteria)	82996	Serratia plymuthica	GCA_000214235.1GCF_000214235.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia plymuthica
GCF_000214805.1	768493	GCF_000214805.1	ASM21480v1	Serratia sp. AS13 (enterobacteria)	768493	Serratia sp. AS13	GCA_000214805.1GCF_000214805.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia sp. AS13
GCF_000258885.1	768494	GCF_000258885.1	ASM25888v1	Bacillus anthracis str. H9401 (firmicutes)	1392	Bacillus anthracis	GCA_000258885.1GCF_000258885.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus anthracis
GCF_001586195.1	76853	GCF_001586195.1	ASM158619v1	Solibacillus silvestris (firmicutes)	76853	Solibacillus silvestris	GCA_001586195.1GCF_001586195.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Solibacillus	Solibacillus silvestris
GCF_003019295.1	76856	GCF_003019295.1	ASM301929v1	Fusobacterium nucleatum subsp. nucleatum (fusobacteria)	851	Fusobacterium nucleatum	GCA_003019295.1GCF_003019295.1identical	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum
GCF_002211605.1	76856	GCF_002211605.1	ASM221160v1	Fusobacterium nucleatum subsp. nucleatum (fusobacteria)	851	Fusobacterium nucleatum	GCA_002211605.1GCF_002211605.1identical	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum
GCF_002211625.1	76857	GCF_002211625.1	ASM221162v1	Fusobacterium nucleatum subsp. polymorphum (fusobacteria)	851	Fusobacterium nucleatum	GCA_002211625.1GCF_002211625.1identical	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum
GCF_001457555.1	76857	GCF_001457555.1	NCTC10562	Fusobacterium nucleatum subsp. polymorphum (fusobacteria)	851	Fusobacterium nucleatum	GCA_001457555.1GCF_001457555.1identical	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum
GCF_001433955.1	76857	GCF_001433955.1	ASM143395v1	Fusobacterium nucleatum subsp. polymorphum (fusobacteria)	851	Fusobacterium nucleatum	GCA_001433955.1GCF_001433955.1identical	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum
GCF_001296145.1	76859	GCF_001296145.1	ASM129614v1	Fusobacterium nucleatum subsp. animalis (fusobacteria)	851	Fusobacterium nucleatum	GCA_001296145.1GCF_001296145.1identical	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum
GCF_001296085.1	76859	GCF_001296085.1	ASM129608v1	Fusobacterium nucleatum subsp. animalis (fusobacteria)	851	Fusobacterium nucleatum	GCA_001296085.1GCF_001296085.1identical	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum
GCF_000183405.1	768670	GCF_000183405.1	ASM18340v1	Calditerrivibrio nitroreducens DSM 19672 (bacteria)	477976	Calditerrivibrio nitroreducens	GCA_000183405.1GCF_000183405.1identical	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacteraceae	Calditerrivibrio	Calditerrivibrio nitroreducens
GCF_000019125.1	76869	GCF_000019125.1	ASM1912v1	Pseudomonas putida GB-1 (g-proteobacteria)	303	Pseudomonas putida	GCA_000019125.1GCF_000019125.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida
GCF_000179035.2	768700	GCF_000179035.2	ASM17903v2	Mycoplasma suis str. Illinois (mycoplasmas)	57372	Mycoplasma suis	GCA_000179035.2GCF_000179035.2identical	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma suis
GCF_000231385.2	768704	GCF_000231385.2	ASM23138v3	Desulfosporosinus meridiei DSM 13257 (firmicutes)	79209	Desulfosporosinus meridiei	GCA_000231385.3GCF_000231385.2identical	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfosporosinus	Desulfosporosinus meridiei
GCF_000235605.1	768706	GCF_000235605.1	ASM23560v1	Desulfosporosinus orientis DSM 765 (firmicutes)	1563	Desulfosporosinus orientis	GCA_000235605.1GCF_000235605.1identical	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfosporosinus	Desulfosporosinus orientis
GCF_001460635.1	76936	GCF_001460635.1	htyphlonius_mit97-6810	Helicobacter typhlonius (e-proteobacteria)	76936	Helicobacter typhlonius	GCA_001460635.1GCF_001460635.1identical	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter typhlonius
GCF_002080435.1	76947	GCF_002080435.1	ASM208043v1	Sphingobium herbicidovorans (a-proteobacteria)	76947	Sphingobium herbicidovorans	GCA_002080435.1GCF_002080435.1identical	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium herbicidovorans
GCF_000235405.2	771875	GCF_000235405.2	ASM23540v3	Fervidobacterium pennivorans DSM 9078 (thermotogales)	93466	Fervidobacterium pennivorans	GCA_000235405.3GCF_000235405.2identical	Bacteria	Thermotogae	Thermotogae	Thermotogales	Fervidobacteriaceae	Fervidobacterium	Fervidobacterium pennivorans
GCF_001559035.2	774	GCF_001559035.2	ASM155903v2	Bartonella bacilliformis (a-proteobacteria)	774	Bartonella bacilliformis	GCA_001559035.2GCF_001559035.2identical	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae	Bartonella	Bartonella bacilliformis
GCF_004006195.1	777	GCF_004006195.1	ASM400619v1	Coxiella burnetii (g-proteobacteria)	777	Coxiella burnetii	GCA_004006195.1GCF_004006195.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella	Coxiella burnetii
GCF_002109345.1	777	GCF_002109345.1	ASM210934v1	Coxiella burnetii (g-proteobacteria)	777	Coxiella burnetii	GCA_002109345.1GCF_002109345.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella	Coxiella burnetii
GCF_001572745.1	777	GCF_001572745.1	ASM157274v1	Coxiella burnetii (g-proteobacteria)	777	Coxiella burnetii	GCA_001572745.1GCF_001572745.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella	Coxiella burnetii
GCF_002094935.1	777	GCF_002094935.1	ASM209493v1	Coxiella burnetii (g-proteobacteria)	777	Coxiella burnetii	GCA_002094935.1GCF_002094935.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella	Coxiella burnetii
GCF_005280755.1	777	GCF_005280755.1	ASM528075v1	Coxiella burnetii (g-proteobacteria)	777	Coxiella burnetii	GCA_005280755.1GCF_005280755.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella	Coxiella burnetii
GCF_004087735.1	777	GCF_004087735.1	ASM408773v1	Coxiella burnetii (g-proteobacteria)	777	Coxiella burnetii	GCA_004087735.1GCF_004087735.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella	Coxiella burnetii
GCF_001602215.1	782	GCF_001602215.1	ASM160221v1	Rickettsia prowazekii (a-proteobacteria)	782	Rickettsia prowazekii	GCA_001602215.1GCF_001602215.1identical	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia prowazekii
GCF_000017645.1	78245	GCF_000017645.1	ASM1764v1	Xanthobacter autotrophicus Py2 (a-proteobacteria)	280	Xanthobacter autotrophicus	GCA_000017645.1GCF_000017645.1identical	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Xanthobacter	Xanthobacter autotrophicus
GCF_001951015.1	783	GCF_001951015.1	ASM195101v1	Rickettsia rickettsii (a-proteobacteria)	783	Rickettsia rickettsii	GCA_001951015.1GCF_001951015.1identical	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia rickettsii
GCF_001950995.1	783	GCF_001950995.1	ASM195099v1	Rickettsia rickettsii (a-proteobacteria)	783	Rickettsia rickettsii	GCA_001950995.1GCF_001950995.1identical	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia rickettsii
GCF_002309555.1	78327	GCF_002309555.1	ASM230955v1	Pseudomonas mosselii (g-proteobacteria)	78327	Pseudomonas mosselii	GCA_002309555.1GCF_002309555.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas mosselii
GCF_002736065.1	78327	GCF_002736065.1	ASM273606v1	Pseudomonas mosselii (g-proteobacteria)	78327	Pseudomonas mosselii	GCA_002736065.1GCF_002736065.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas mosselii
GCF_004135085.1	78344	GCF_004135085.1	ASM413508v1	Bifidobacterium gallinarum (high GC Gram+)	78344	Bifidobacterium gallinarum	GCA_004135085.1GCF_004135085.1identical	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium gallinarum
GCF_900327265.1	784	GCF_900327265.1	Kato	Orientia tsutsugamushi (a-proteobacteria)	784	Orientia tsutsugamushi	GCA_900327265.1GCF_900327265.1identical	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Orientia	Orientia tsutsugamushi
GCF_900327275.1	784	GCF_900327275.1	Karp	Orientia tsutsugamushi (a-proteobacteria)	784	Orientia tsutsugamushi	GCA_900327275.1GCF_900327275.1identical	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Orientia	Orientia tsutsugamushi
GCF_900327255.1	784	GCF_900327255.1	UT76	Orientia tsutsugamushi (a-proteobacteria)	784	Orientia tsutsugamushi	GCA_900327255.1GCF_900327255.1identical	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Orientia	Orientia tsutsugamushi
GCF_900327235.1	784	GCF_900327235.1	UT176	Orientia tsutsugamushi (a-proteobacteria)	784	Orientia tsutsugamushi	GCA_900327235.1GCF_900327235.1identical	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Orientia	Orientia tsutsugamushi
GCF_900536895.1	785	GCF_900536895.1	TM2540	Rickettsia typhi (a-proteobacteria)	785	Rickettsia typhi	GCA_900536895.1GCF_900536895.1identical	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia typhi
GCF_900636365.1	78535	GCF_900636365.1	41559_G01	Streptococcus viridans (firmicutes)	78535	Streptococcus viridans	GCA_900636365.1GCF_900636365.1identical	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus viridans
GCF_003966695.1	78587	GCF_003966695.1	ASM396669v1	Asticcacaulis excentricus (a-proteobacteria)	78587	Asticcacaulis excentricus	GCA_003966695.1GCF_003966695.1identical	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	Asticcacaulis excentricus
GCF_000148405.1	788929	GCF_000148405.1	ASM14840v1	Xylella fastidiosa subsp. fastidiosa GB514 (g-proteobacteria)	2371	Xylella fastidiosa	GCA_000148405.1GCF_000148405.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xylella	Xylella fastidiosa
GCF_004117095.1	79263	GCF_004117095.1	ASM411709v1	Paenibacillus chitinolyticus (firmicutes)	79263	Paenibacillus chitinolyticus	GCA_004117095.1GCF_004117095.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus chitinolyticus
GCF_002288505.1	794846	GCF_002288505.1	ASM228850v1	Sinorhizobium sp. CCBAU 05631 (a-proteobacteria)	794846	Sinorhizobium sp. CCBAU 05631	GCA_002288505.1GCF_002288505.1identical	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium sp. CCBAU 05631
GCF_000148915.1	794851	GCF_000148915.1	ASM14891v1	Helicobacter pylori Sat464 (e-proteobacteria)	210	Helicobacter pylori	GCA_000148915.1GCF_000148915.1identical	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pylori
